job_title,company,jobtype,region,working_Exp,edu_level,salary
資料工程師 Data Engineer（請直接至 Hahow 官網投遞履歷）,思哈股份有限公司,電腦軟體服務業,台北市松山區,3年以上,大學,"年薪980,000元以上"
研發替代役-程式設計師,(總公司)南山人壽保險股份有限公司,人身保險業,台北市信義區,經歷不拘,碩士,"月薪35,000~50,000元"
【總公司】保健商品業務專員,傑昇通信_傑升通信股份有限公司,電信相關業,新北市三重區,2年以上,高中,"月薪32,000~35,000元"
數據工程師 (仁義廠),群浤科技股份有限公司,其他電子零組件相關業,新竹縣湖口鄉,1年以上,大學,"月薪33,000~45,000元"
Business Analyst | CBU_04_04,伊雲谷數位科技股份有限公司,網際網路相關業,新北市三重區,經歷不拘,大學,"月薪28,000~33,000元"
數據工程人員(數商處數據營運組),台北世界貿易中心股份有限公司,會議展覽服務業,台北市信義區,2年以上,大學,"月薪41,709~75,748元"
SA2111-成本管理師,星銘有限公司,其他電子零組件相關業,台北市內湖區,1年以上,大學,"月薪28,000元以上"
資訊系統部軟體設計/程式設計人員 (C#、ASP.NET、WEB ),統一綜合證券股份有限公司,證券及期貨業,台北市松山區,3年以上,大學,"月薪35,000~45,000元"
助理研究員,思多葛市場研究股份有限公司,工商顧問服務業,台北市信義區,經歷不拘,碩士,"月薪34,000~38,000元"
資料工程師,臺灣中小企業銀行股份有限公司,銀行業,台北市中正區,2年以上,大學,"月薪33,000~67,000元"
DC03  網發部/客戶服務課-資料監看人員,智冠科技股份有限公司,網際網路相關業,台北市南港區,經歷不拘,專科,"月薪27,000~35,000元"
Business Analyst (BA) 軟體商業分析師,酷奇鐵克有限公司,數位內容產業,台北市中山區,4年以上,專科,"月薪40,000元以上"
【數據發展部】數據企畫 ( 數據產品與服務應用 ),聯合報股份有限公司,其他出版業,新北市汐止區,3年以上,大學,"月薪38,000~48,000元"
網頁系統全端工程師,凡谷興業有限公司,其它軟體及網路相關業,台中市南屯區,經歷不拘,大學,"月薪32,000~60,000元"
實體通路行銷主管 【高雄】,新高橋生技股份有限公司,百貨相關業,高雄市左營區,3年以上,專科,"月薪30,000~60,000元"
研發替代役-程式設計/系統工程師(SAP),(總公司)南山人壽保險股份有限公司,人身保險業,台北市信義區,經歷不拘,碩士,"月薪35,000~50,000元"
[Server]MES系統架構工程師(桃園),Inventec_英業達股份有限公司,電腦及其週邊設備製造業,桃園市桃園區,1年以上,專科,"月薪35,000元以上"
【AI】iPEBG Machine Learning 工程師,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,3年以上,碩士,"月薪60,000元以上"
資料庫程式設計,文境資科股份有限公司,專門設計相關業,台北市大安區,2年以上,大學,"月薪40,000元以上"
區塊鏈系統開發工程師,鑒真數位有限公司,其它軟體及網路相關業,台北市中山區,2年以上,專科,"月薪50,000~70,000元"
後端系統工程師,凡谷興業有限公司,其它軟體及網路相關業,台中市南屯區,2年以上,大學,"月薪32,000~60,000元"
數據平台工程師,聯強國際集團_群環科技股份有限公司,電腦系統整合服務業,台北市大同區,1年以上,大學,"月薪30,000~70,000元"
行銷部_數據管理師,日正食品工業股份有限公司,食用油品及榖製品製造業,新北市深坑區,2年以上,專科,"月薪32,000~40,000元"
【IT二組】Node.JS工程師,翼勝專利商標事務所,工商顧問服務業,台北市大安區,1年以上,大學,"月薪60,000~100,000元"
1年短期專案研究員,思多葛市場研究股份有限公司,工商顧問服務業,台北市信義區,2年以上,大學,"月薪33,000~35,000元"
