job_title,company,jobtype,region,working_Exp,edu_level,salary,salary_asist,salary_h,salary_l,salary_a
業務外訪特派員,樂居科技股份有限公司,網際網路相關業,台北市,經歷不拘,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
行銷企劃 Marketing Associate,路加服務科技股份有限公司,其它軟體及網路相關業,新竹市,經歷不拘,學歷不拘,"月薪32,000~40,000元",32000~40000,40000.0,32000.0,36000.0
藥物安全組-統計分析師(碩士以上),財團法人藥害救濟基金會,政府／民意機關,台北市,經歷不拘,碩士,"月薪38,515元以上",38515以上,38515.0,38515.0,38515.0
產業分析助理,長富管理顧問有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪31,000~40,000元",31000~40000,40000.0,31000.0,35500.0
電子商務 服務營運人員,韓商咖菲二十四貿易有限公司台灣分公司,網際網路相關業,台北市,經歷不拘,大學,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
行銷企劃主管Marketing Executive,路加服務科技股份有限公司,其它軟體及網路相關業,新竹市,2年以上,專科,"月薪35,000~48,000元",35000~48000,48000.0,35000.0,41500.0
營業部-營運企劃專員,全聯福利中心_全聯實業股份有限公司,量販流通相關業,台北市,2年以上,大學,"月薪32,000~38,000元",32000~38000,38000.0,32000.0,35000.0
企劃暨精算部-辦事員/專員,兆豐產物保險股份有限公司,產物保險業,台北市,經歷不拘,大學,"月薪28,000~50,000元",28000~50000,50000.0,28000.0,39000.0
"資料科學家 Data Scientist-數據科技(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,金融控股業,台北市,經歷不拘,大學,"月薪30,000~90,000元",30000~90000,90000.0,30000.0,60000.0
廣告優化專員ㄧ(NC-痞客邦廣告管理部),PIXNET_優像數位媒體科技股份有限公司,多媒體相關業,台北市,1年以上,大學,"月薪32,000~38,000元",32000~38000,38000.0,32000.0,35000.0
規劃助理(國土類),財團法人台灣地理資訊中心,電腦系統整合服務業,台北市,1年以上,大學,"月薪33,000元以上",33000以上,33000.0,33000.0,33000.0
研究員,求真民意調查股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
資料工程師,台灣資料科學股份有限公司,電腦系統整合服務業,台北市,經歷不拘,大學,"月薪40,000~80,000元",40000~80000,80000.0,40000.0,60000.0
Digital Marketing Executive,布羅索股份有限公司,廣告行銷公關業,台北市,1年以上,大學,"月薪38,000~45,000元",38000~45000,45000.0,38000.0,41500.0
大數據最佳化演算法工程師,紫式大數據決策股份有限公司,工商顧問服務業,新竹市,經歷不拘,大學,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
行銷企劃管理員,韻濤茶業有限公司,農／畜／水產品批發業,嘉義縣,3年以上,高中,"月薪31,000元以上",31000以上,31000.0,31000.0,31000.0
量化市場研究顧問 Researcher/ Business analyst儲備幹部 (Insights Division),Kantar Taiwan_模範市場研究顧問股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
會員行銷企劃人員,南紡購物中心_南紡流通事業股份有限公司,百貨相關業,台南市,1年以上,大學,"月薪28,000~39,000元",28000~39000,39000.0,28000.0,33500.0
商業分析師 Business Analyst,瑞鑑航太科技股份有限公司,航空器及其零件製造修配業,台南市,2年以上,大學,"月薪30,000元以上",30000以上,30000.0,30000.0,30000.0
KlassiC.流行眼鏡品牌_行銷企劃,KlassiC.流行眼鏡品牌_克拉戲客股份有限公司,鐘錶／眼鏡零售業,台北市,1年以上,高中,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
數位廣告業務,樂居科技股份有限公司,網際網路相關業,台北市,經歷不拘,大學,"月薪40,000元",40000,40000.0,40000.0,40000.0
【採線上面談】 Data Analyst 資料分析師,新加坡商鈦坦科技股份有限公司台灣分公司,電腦軟體服務業,台北市,經歷不拘,學歷不拘,"月薪50,000~70,000元",50000~70000,70000.0,50000.0,60000.0
國家衛生研究院 癌症研究所 誠徵 資訊軟體研發工程師(台北工作),財團法人國家衛生研究院,其他教育服務業,台北市,經歷不拘,碩士,"月薪37,120~44,860元",37120~44860,44860.0,37120.0,40990.0
風險管理人員,臺灣中小企業銀行股份有限公司,銀行業,台北市,2年以上,大學,"月薪41,000~65,000元",41000~65000,65000.0,41000.0,53000.0
[電子商務部] 電商營運與數位專員 E-Commerce Digital Sport Leader,DECATHLON法商迪卡儂_台灣迪卡儂有限公司,文教／育樂用品零售業,台中市,2年以上,大學,"月薪39,000~48,000元",39000~48000,48000.0,39000.0,43500.0
資料經理,財團法人均一平台教育基金會,社會福利服務業,台北市,經歷不拘,大學,"月薪70,000元以上",70000以上,70000.0,70000.0,70000.0
營運分析專員(台北),經緯航太科技股份有限公司,其他相關製造業,台北市,經歷不拘,大學,"月薪30,000~42,000元",30000~42000,42000.0,30000.0,36000.0
研究員,典通股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~42,000元",35000~42000,42000.0,35000.0,38500.0
【知名化學製造商】商務支持專員,怡東人事顧問股份有限公司,人力仲介代徵,台北市,1年以上,專科,"月薪36,000元以上",36000以上,36000.0,36000.0,36000.0
國衛院「生醫大數據資料分析」研究助理,財團法人國家衛生研究院,其他教育服務業,苗栗縣,經歷不拘,大學,"月薪33,000元以上",33000以上,33000.0,33000.0,33000.0
國立中山大學南區促進產業發展研究中心＿幕僚組_資深專員/副理(政府專案管理),國立中山大學_人事室,大專校院教育事業,高雄市,3年以上,大學,"月薪40,000元以上",40000以上,40000.0,40000.0,40000.0
【金融科技】資料工程師(新人/研發替代役),玉山銀行_玉山商業銀行股份有限公司,銀行業,台北市,經歷不拘,大學,"月薪39,000~50,000元",39000~50000,50000.0,39000.0,44500.0
遠雄房地產-行銷市調專員,遠雄房地產發展股份有限公司,不動產經營業,台北市,1年以上,大學,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
數據工程師(碩士),弈樂科技股份有限公司,網際網路相關業,台中市,經歷不拘,碩士,"月薪44,000~69,000元",44000~69000,69000.0,44000.0,56500.0
健行科技大學推廣教育中心-課程研發設計/分析人員,健行學校財團法人健行科技大學,大專校院教育事業,桃園市,1年以上,專科,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
台北_服務部 營運管理專員,台灣通力電梯股份有限公司,通用機械設備製造修配業,新北市,3年以上,專科,"月薪28,000~38,000元",28000~38000,38000.0,28000.0,33000.0
品牌企劃人員 (空調事業處 新產品專案室),永彰機電股份有限公司,汽車及其零件製造業,桃園市,經歷不拘,大學,"月薪32,000~38,000元",32000~38000,38000.0,32000.0,35000.0
TCar試車頻道_社群管理,TCar試車頻道_峯德多媒體有限公司,多媒體相關業,台北市,經歷不拘,大學,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
Business Analyst 商業流程分析師,新加坡商齊舵管理顧問有限公司台灣分公司,工商顧問服務業,台北市,3年以上,專科,"月薪70,000元以上",70000以上,70000.0,70000.0,70000.0
產品工程師,政美應用股份有限公司,半導體製造業,新竹縣,經歷不拘,專科,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
研究員(碩士級),台灣趨勢研究股份有限公司,工商顧問服務業,台北市,經歷不拘,碩士,"月薪32,000~36,000元",32000~36000,36000.0,32000.0,34000.0
品牌行銷企劃/文案,無介設計整合有限公司,廣告行銷公關業,台南市,1年以上,大學,"月薪25,250~40,000元",25250~40000,40000.0,25250.0,32625.0
財經數據規劃師,全曜財經資訊股份有限公司,電腦軟體服務業,新北市,經歷不拘,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
專案經理,臺灣產學策進會,數位內容產業,高雄市,3年以上,大學,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
產業分析師,長富管理顧問有限公司,工商顧問服務業,台北市,2年以上,大學,"月薪36,000~45,000元",36000~45000,45000.0,36000.0,40500.0
數據工程師(台中)-年薪14個月起,春禾科技股份有限公司,電腦軟體服務業,台中市,經歷不拘,專科,"月薪40,000~65,000元",40000~65000,65000.0,40000.0,52500.0
【擴編】(品牌電商)數據投放專員,台灣綠金家園有限公司,食品什貨零售業,台中市,1年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
全端工程師 - Full Stack Developer,台灣資料科學股份有限公司,電腦系統整合服務業,台北市,2年以上,專科,"月薪50,000~80,000元",50000~80000,80000.0,50000.0,65000.0
國立中山大學南區促進產業發展研究中心＿科技創新應用_資深專員(政府計畫提案輔導),國立中山大學_人事室,大專校院教育事業,高雄市,2年以上,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
韓國貿易【開發部】韓國商品開發助理 한국상품 개발보조,時他依麗有限公司,網際網路相關業,台北市,經歷不拘,學歷不拘,"月薪34,000~45,000元",34000~45000,45000.0,34000.0,39500.0
系統分析師(台北),德鴻科技股份有限公司,電腦軟體服務業,台北市,3年以上,大學,"月薪55,000~70,000元",55000~70000,70000.0,55000.0,62500.0
電商企劃專員(嘉義馬稠後),大成長城企業股份有限公司,農事及畜牧服務業,嘉義縣,1年以上,大學,"月薪33,000~40,000元",33000~40000,40000.0,33000.0,36500.0
Marketing_Part-time Worker,重量科技股份有限公司,其它軟體及網路相關業,台北市,經歷不拘,大學,時薪180~250元,180~250,40000.0,28800.0,34400.0
應用工程師,震旦集團_震旦行股份有限公司,其他電子零組件相關業,台北市,經歷不拘,大學,"月薪33,000元以上",33000以上,33000.0,33000.0,33000.0
行銷數據優化師／專案PM(捷運２分鐘),荃贏全美密碼有限公司,食品什貨零售業,新北市,2年以上,專科,"月薪42,900~53,600元",42900~53600,53600.0,42900.0,48250.0
行銷企劃人員(行政),ROSEMARY 螺絲瑪莉義麵坊_蘿絲瑪莉義麵坊,餐館業,台北市,1年以上,專科,"月薪30,000~35,000元",30000~35000,35000.0,30000.0,32500.0
產品行銷人員(台中)【刷樂30 擴大徵才】,刷樂國際股份有限公司,綜合商品批發代理業,台中市,2年以上,大學,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
匡衡智庫｜研究助理,匡衡數據科技有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪32,000~46,000元",32000~46000,46000.0,32000.0,39000.0
銷售促進管理師,裕隆集團_裕隆日產汽車股份有限公司,汽車及其零件製造業,苗栗縣,經歷不拘,大學,"月薪35,000~55,000元",35000~55000,55000.0,35000.0,45000.0
兼職行政助理,求真民意調查股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,時薪190元以上,190以上,30400.0,30400.0,30400.0
媒體投放專員,吉立方國際股份有限公司,廣告行銷公關業,高雄市,經歷不拘,大學,"月薪32,000~38,000元",32000~38000,38000.0,32000.0,35000.0
經營管理專員,美芝城實業股份有限公司,其他餐飲業,台南市,2年以上,大學,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
【Amazon亞馬遜跨境電商】E-commerce Account Manager Assoc. - 亞馬遜跨境電商管理,ADBest_帆晴股份有限公司,網際網路相關業,台北市,經歷不拘,專科,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
作物數據調查研究工讀生,悠由數據應用股份有限公司,其他專業／科學及技術業,台北市,經歷不拘,專科,時薪168~220元,168~220,35200.0,26880.0,31040.0
策略分析師,領先創新科技股份有限公司,電腦軟體服務業,台北市,3年以上,大學,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
資深品牌行銷企劃,墨翰設計有限公司,廣告行銷公關業,台南市,3年以上,大學,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
電商部-服飾品牌行銷企劃,慶凰貿易股份有限公司,百貨相關業,台中市,2年以上,專科,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
調查及資料分析員(新北市學校評鑑計畫),國立臺灣師範大學_教育政策與行政研究所,大專校院教育事業,台北市,經歷不拘,大學,"月薪33,000~46,000元",33000~46000,46000.0,33000.0,39500.0
【UX】UX Designer / UX設計師,英屬維京群島商瑞嘉耐思科技有限公司台灣分公司,電腦軟體服務業,台北市,2年以上,專科,"月薪42,000~113,300元",42000~113300,113300.0,42000.0,77650.0
"☻(待遇優)年薪約$700,000~800,000【金融業㊣職招募｜SA / SD / PG】程式開發經驗2年｜熟悉金融投資商品知識  BIS_203",藝珂人事顧問股份有限公司,人力仲介代徵,台北市,經歷不拘,大學,"年薪600,000~800,000元",600000~800000,66666.66666666667,50000.0,58333.333333333336
網路分析員,網路中文資訊股份有限公司,網際網路相關業,台北市,經歷不拘,專科,"月薪30,000~42,000元",30000~42000,42000.0,30000.0,36000.0
企劃室經濟分析單元【產業分析】副研究員,財團法人食品工業發展研究所_食品所,食品什貨批發業,新竹市,經歷不拘,碩士,"月薪39,500~41,500元",39500~41500,41500.0,39500.0,40500.0
Digital Project Manager 專案管理經理,EC HEALTHCARE,其他醫療保健服務業,台北市,2年以上,大學,"年薪800,000元以上",800000以上,66666.66666666667,66666.66666666667,66666.66666666667
▲高雄【行銷企劃】日商普客二四-Times,台灣普客二四股份有限公司,停車場業,高雄市,經歷不拘,大學,"月薪28,000~40,000元",28000~40000,40000.0,28000.0,34000.0
Pricing Coordinator,海碩集團_海駿股份有限公司,儲配／運輸物流業,台北市,1年以上,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
市場運營專員Account Manager,科萊博瑞科技有限公司,電腦軟體服務業,台北市,2年以上,專科,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
客戶數據維護專員,豐卉有限公司,綜合商品批發代理業,台北市,經歷不拘,專科,"月薪35,000~38,000元",35000~38000,38000.0,35000.0,36500.0
【綠洲餐飲管理顧問有限公司】儲備專業人才,綠洲餐飲管理顧問股份有限公司,餐館業,台北市,經歷不拘,大學,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
媒體企劃/Media Planner,米蘭營銷策劃股份有限公司,網際網路相關業,台北市,1年以上,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
電子商務企劃專員,永三企業股份有限公司,百貨相關業,台北市,2年以上,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
資料科學家,雲智匯科技服務股份有限公司,其他電子零組件相關業,新北市,5年以上,大學,"月薪70,000元以上",70000以上,70000.0,70000.0,70000.0
【ML】Machine Learning Engineer / 機器學習工程師,英屬維京群島商瑞嘉耐思科技有限公司台灣分公司,電腦軟體服務業,台北市,1年以上,大學,"月薪57,750~149,100元",57750~149100,149100.0,57750.0,103425.0
數據工程師(學士),弈樂科技股份有限公司,網際網路相關業,台中市,經歷不拘,大學,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
專案管理 PM,薪鼎企業有限公司,紙容器製造業,彰化縣,1年以上,專科,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
市場分析/市場調查,凱伯科技有限公司,汽機車及其零配件／用品零售業,新北市,1年以上,大學,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
產品規劃師 / IT Business Analyst 軟體商業分析師,EC HEALTHCARE,其他醫療保健服務業,台北市,2年以上,大學,"年薪700,000元以上",700000以上,58333.333333333336,58333.333333333336,58333.333333333336
客房營收分析專員 Revenue assistant/analyst,MGH Mitsui Garden Hotel_台灣三井不動產飯店管理股份有限公司,旅館業,台北市,1年以上,專科,"月薪30,000元以上",30000以上,30000.0,30000.0,30000.0
資料工程師(竹科),晶元光電股份有限公司(晶電),光電產業,新竹市,經歷不拘,碩士,"月薪36,000元以上",36000以上,36000.0,36000.0,36000.0
C# 軟體工程師,格齊國際有限公司,電腦軟體服務業,台中市,3年以上,專科,"月薪60,000~80,000元",60000~80000,80000.0,60000.0,70000.0
"Analyst, Consumer Insights",台灣尼爾森愛科股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"年薪500,000~520,000元",500000~520000,43333.333333333336,41666.666666666664,42500.0
行銷專員,中台興化學工業股份有限公司,其他化學相關製造業,新竹市,3年以上,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
儲備菁英 (經管)-台中區,建新國際股份有限公司,儲配／運輸物流業,台中市,經歷不拘,碩士,"月薪45,000元以上",45000以上,45000.0,45000.0,45000.0
資料分析師,天氣風險管理開發股份有限公司,網際網路相關業,台北市,1年以上,大學,"年薪450,000~700,000元",450000~700000,58333.333333333336,37500.0,47916.66666666667
【擴編】(品牌電商)數據投放專員,霈米科技有限公司,食品什貨批發業,台中市,1年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
【資訊-2022研發團隊】程式設計人員 - C#、ASP.NET、WEB、APP Developer,群益金鼎證券股份有限公司,證券及期貨業,台北市,經歷不拘,專科,"月薪35,000~100,000元",35000~100000,100000.0,35000.0,67500.0
設計師商品採購,台灣吉而好股份有限公司,文教／育樂用品批發業,台南市,1年以上,專科,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
經營企劃專員(綜合企劃部)-總公司,TOYOTA/LEXUS_中部汽車股份有限公司,汽車及其零件製造業,台中市,3年以上,大學,"月薪28,300~42,000元",28300~42000,42000.0,28300.0,35150.0
BD | 商務顧問 (引客數據 invos Data),麻布數據科技股份有限公司,網際網路相關業,台北市,3年以上,專科,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
行銷策略研究部  市場分析師,典通股份有限公司,工商顧問服務業,台北市,1年以上,碩士,"月薪35,000~42,000元",35000~42000,42000.0,35000.0,38500.0
C1-專案企劃管理師,財團法人中衛發展中心,工商顧問服務業,台北市,3年以上,大學,"月薪33,000元以上",33000以上,33000.0,33000.0,33000.0
資訊部資訊管理課-專案管理師,長汎旅行社股份有限公司,旅遊服務業,台北市,1年以上,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
【燦坤3C】行銷策略部-會員數據主管,燦坤實業股份有限公司,家庭電器／設備及用品零售業,台北市,2年以上,大學,"月薪60,000~65,000元",60000~65000,65000.0,60000.0,62500.0
網站企劃編輯,微康電子商務股份有限公司,綜合商品批發代理業,台北市,經歷不拘,專科,"月薪40,000~55,000元",40000~55000,55000.0,40000.0,47500.0
資料處理員,思多葛市場研究股份有限公司,工商顧問服務業,台北市,1年以上,大學,"月薪28,000~32,000元",28000~32000,32000.0,28000.0,30000.0
【採線上面談】Senior Data Analyst 資深資料分析師,新加坡商鈦坦科技股份有限公司台灣分公司,電腦軟體服務業,台北市,5年以上,學歷不拘,"月薪80,000元以上",80000以上,80000.0,80000.0,80000.0
資料分析師 Data Analyst (台南/Tainan/台北/Taipei),凱鈿行動科技股份有限公司,網際網路相關業,台南市,經歷不拘,大學,"月薪35,000~55,000元",35000~55000,55000.0,35000.0,45000.0
(整合行銷部)產業分析人員,潮網科技股份有限公司,網際網路相關業,台北市,1年以上,專科,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
國際所徵專職計畫助理或輔佐研究員1名,財團法人中華經濟研究院,其他教育服務業,台北市,經歷不拘,大學,"月薪33,800~38,600元",33800~38600,38600.0,33800.0,36200.0
培訓經理,求真民意調查股份有限公司,工商顧問服務業,台北市,2年以上,大學,"月薪43,000元以上",43000以上,43000.0,43000.0,43000.0
科技創新應用組-專員/資深專員(政府計畫提案輔導),國立中山大學_南區促進產業發展研究中心,工商顧問服務業,高雄市,2年以上,大學,"月薪33,000~45,000元",33000~45000,45000.0,33000.0,39000.0
正職總經理特助（木工網路銷售部門）,傑聯工藝有限公司,專門設計相關業,屏東縣,經歷不拘,學歷不拘,"月薪38,000~42,000元",38000~42000,42000.0,38000.0,40000.0
資訊專案實習生,碩昱科技股份有限公司,電腦軟體服務業,新北市,經歷不拘,專科,時薪168~210元,168~210,33600.0,26880.0,30240.0
數據工程師,永豐商業銀行股份有限公司,銀行業,台北市,1年以上,大學,"月薪32,500元以上",32500以上,32500.0,32500.0,32500.0
EF-遊戲數值企劃,智冠科技股份有限公司,網際網路相關業,台北市,1年以上,大學,"月薪42,000~45,000元",42000~45000,45000.0,42000.0,43500.0
【採線上面談】Software Product Manager 軟體產品經理,凱文科技服務有限公司,電腦軟體服務業,台北市,3年以上,大學,"月薪70,000~120,000元",70000~120000,120000.0,70000.0,95000.0
品牌策略規劃師（Brand Strategy Planner）｜量化研究/市場調查研究背景,法博思品牌顧問股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
來來亭停車場-行銷企劃,德聚仁和地產開發有限公司,不動產經營業,新北市,經歷不拘,大學,"月薪28,000~40,000元",28000~40000,40000.0,28000.0,34000.0
市場分析專員,耀迅科技股份有限公司,其它軟體及網路相關業,台南市,2年以上,大學,"月薪35,000~49,000元",35000~49000,49000.0,35000.0,42000.0
採購及統計分析員(有經驗者薪資從優另議),群達龍企業股份有限公司,其他商品批發業,新北市,1年以上,大學,"月薪29,900~40,000元",29900~40000,40000.0,29900.0,34950.0
A3-產品分析師 (產品企劃、產品營運),意藍資訊股份有限公司,網際網路相關業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
質化市場研究顧問 Qual Researcher/ Qual Business analyst 儲備幹部 (Insights Division),Kantar Taiwan_模範市場研究顧問股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
永續發展管理師,旋之恆管理顧問有限公司,工商顧問服務業,台中市,3年以上,專科,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
產業口碑分析顧問,亞洲指標數位行銷顧問股份有限公司,廣告行銷公關業,台北市,2年以上,大學,"月薪40,000~50,000元",40000~50000,50000.0,40000.0,45000.0
AS00043 Open platform -Global Digital & E-Commerce Marketing Intern(開放平台全球數位行銷與電子商務實習生),華碩電腦股份有限公司,電腦及其週邊設備製造業,台北市,經歷不拘,大學,時薪170元以上,170以上,27200.0,27200.0,27200.0
行銷企劃,青葉食品工業股份有限公司,罐頭食品加工業,高雄市,2年以上,大學,"月薪32,000元",32000,32000.0,32000.0,32000.0
使用者經驗研究員 User Experience Researcher,發發設計股份有限公司,專門設計相關業,新北市,2年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
會員經營行銷專員,和諧生活有限公司,鞋類／布類／服飾品批發業,台中市,3年以上,專科,"月薪32,000~36,000元",32000~36000,36000.0,32000.0,34000.0
[實習] 資料處理工程師,英霸聲學科技股份有限公司,消費性電子產品製造業,新北市,經歷不拘,專科,時薪180~200元,180~200,32000.0,28800.0,30400.0
CRM & Digital Marketing Specialist,中略國際行銷股份有限公司,書籍出版業,台北市,經歷不拘,大學,"月薪50,000~60,000元",50000~60000,60000.0,50000.0,55000.0
市場研究專員(越南語),云桐科技有限公司,網際網路相關業,台北市,經歷不拘,專科,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
【產品開發】資料分析師_Python(視訊面試),愛酷智能科技股份有限公司,電子通訊／電腦週邊批發業,台北市,1年以上,大學,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
產品行銷經理 Product Marketing Manager,iCHEF_資廚管理顧問股份有限公司,工商顧問服務業,台北市,4年以上,大學,"月薪60,000~80,000元",60000~80000,80000.0,60000.0,70000.0
"信義區【UberEats▲ENT Account Management Associate】維繫知名大型連鎖餐飲企業/有維繫客戶經驗尤佳/月薪35,000起_SMS_865",藝珂人事顧問股份有限公司,人力仲介代徵,台北市,經歷不拘,專科,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
儲備菁英 (經管)-台北區,建新國際股份有限公司,儲配／運輸物流業,台北市,經歷不拘,碩士,"月薪50,000~60,000元",50000~60000,60000.0,50000.0,55000.0
職務代理人（~112年1月，視表現續聘轉正職）,國立中山大學_南區促進產業發展研究中心,工商顧問服務業,高雄市,2年以上,大學,"月薪32,000元以上",32000以上,32000.0,32000.0,32000.0
JAVA 軟體設計工程師(新竹),天來數位股份有限公司,電腦系統整合服務業,新竹市,經歷不拘,大學,"月薪40,000~80,000元",40000~80000,80000.0,40000.0,60000.0
D467 用戶行為分析人員 (可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市,2年以上,學歷不拘,"月薪31,000~53,000元",31000~53000,53000.0,31000.0,42000.0
數據專員,漢元森科技有限公司,電腦軟體服務業,新北市,1年以上,大學,"月薪40,000~55,000元",40000~55000,55000.0,40000.0,47500.0
[遠端在家工作] Data Analyst,美利有限公司,醫療器材製造業,台北市,經歷不拘,大學,"月薪40,000~45,000元",40000~45000,45000.0,40000.0,42500.0
數據分析師,富邦人壽保險股份有限公司(總公司),人身保險業,台北市,2年以上,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
資訊專員,德翔海運股份有限公司,海運,台北市,經歷不拘,大學,"月薪35,000~70,000元",35000~70000,70000.0,35000.0,52500.0
後端工程師,智庫驅動股份有限公司,其它軟體及網路相關業,台北市,1年以上,專科,"月薪35,000~70,000元",35000~70000,70000.0,35000.0,52500.0
UX Researcher 使用者研究員,台灣八達資訊科技有限公司,電信相關業,台北市,經歷不拘,專科,"月薪50,000~80,000元",50000~80000,80000.0,50000.0,65000.0
專員(電子商務事業部),東森購物_電視購物_東森得易購股份有限公司,百貨相關業,新北市,經歷不拘,專科,"月薪28,000~40,000元",28000~40000,40000.0,28000.0,34000.0
市場分析與通路績效管理師(專員/資深專員),中嘉數位股份有限公司,網際網路相關業,台北市,3年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
A2-商業分析師 (Data & Business Analyst),意藍資訊股份有限公司,網際網路相關業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
MK 數位行銷專員,慧邦科技股份有限公司,網際網路相關業,台北市,1年以上,大學,"月薪37,000~60,000元",37000~60000,60000.0,37000.0,48500.0
【職發中心】業務輔導員(活動企劃)(派駐永和區),社團法人中華民國全國中小企業總會,工商顧問服務業,新北市,經歷不拘,專科,"月薪34,203元",34203,34203.0,34203.0,34203.0
日商【市場分析企劃專員】-D20,精英人力資源股份有限公司,人力仲介代徵,高雄市,經歷不拘,專科,"月薪28,000~40,000元",28000~40000,40000.0,28000.0,34000.0
顧客關係管理,綠舞觀光飯店股份有限公司,旅館業,宜蘭縣,2年以上,大學,"月薪28,000~35,000元",28000~35000,35000.0,28000.0,31500.0
資深商務分析師 / Senior Business analysis (保險系統需求),言某諮詢管理顧問有限公司,網際網路相關業,台北市,8年以上,大學,"月薪40,000~120,000元",40000~120000,120000.0,40000.0,80000.0
經營企劃專員(數據專案管理),全家便利商店股份有限公司,量販流通相關業,台北市,4年以上,碩士,"年薪610,000~770,000元",610000~770000,64166.666666666664,50833.333333333336,57500.0
市場研究顧問 Researcher/ Business analyst儲備幹部 (Insights Division),Kantar Taiwan_模範市場研究顧問股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
Data Analyst 資料分析師,晚安科技股份有限公司,其它軟體及網路相關業,台北市,2年以上,大學,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
[行銷] 數據化行銷專才 Growth Marketing / PM,早餐吃麥片_饌元有限公司,食品什貨零售業,台北市,3年以上,大學,"月薪40,000~50,000元",40000~50000,50000.0,40000.0,45000.0
資料分析師,智庫驅動股份有限公司,其它軟體及網路相關業,台北市,1年以上,專科,"月薪35,000~70,000元",35000~70000,70000.0,35000.0,52500.0
【PropTech數位人才招募】資深商業分析師,信義房屋股份有限公司,不動產經營業,台北市,5年以上,大學,"月薪60,000元以上",60000以上,60000.0,60000.0,60000.0
行銷企劃 (幹部/儲備幹部),蘋果樹醫美診所,診所,台北市,2年以上,大學,"月薪30,000~70,000元",30000~70000,70000.0,30000.0,50000.0
